bowler,total_balls,total_overs,total_runs,total_wickets,overall_economy,dot_ball_pct,inn1_balls,inn1_overs,inn1_runs,inn1_wickets,inn1_economy,inn2_balls,inn2_overs,inn2_runs,inn2_wickets,inn2_economy,powerplay_balls,powerplay_overs,powerplay_runs,powerplay_wickets,powerplay_economy,powerplay_dot_ball_pct,middle_balls,middle_overs,middle_runs,middle_wickets,middle_economy,middle_dot_ball_pct,death_balls,death_overs,death_runs,death_wickets,death_economy,death_dot_ball_pct,wickets_in_wins,wickets_in_losses,wickets_in_close_matches,runs_in_close_matches,inn1_powerplay_balls,inn1_powerplay_overs,inn1_powerplay_runs,inn1_powerplay_wickets,inn1_powerplay_economy,inn1_middle_balls,inn1_middle_overs,inn1_middle_runs,inn1_middle_wickets,inn1_middle_economy,inn1_death_balls,inn1_death_overs,inn1_death_runs,inn1_death_wickets,inn1_death_economy,inn2_powerplay_balls,inn2_powerplay_overs,inn2_powerplay_runs,inn2_powerplay_wickets,inn2_powerplay_economy,inn2_middle_balls,inn2_middle_overs,inn2_middle_runs,inn2_middle_wickets,inn2_middle_economy,inn2_death_balls,inn2_death_overs,inn2_death_runs,inn2_death_wickets,inn2_death_economy
CJ Green,17,2.8333333333333335,24,0,8.470588235294118,35.294117647058826,0,0.0,0,0,0.0,17,2.8333333333333335,24,0,8.470588235294118,12,2.0,16,0,8.0,50.0,0,0.0,0,0,0.0,0.0,5,0.8333333333333334,8,0,9.6,0.0,0,0,0,24,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,12,2.0,16,0,8.0,0,0.0,0,0,0.0,5,0.8333333333333334,8,0,9.6
DA Warner,2,0.3333333333333333,2,0,6.0,0.0,0,0.0,0,0,0.0,2,0.3333333333333333,2,0,6.0,0,0.0,0,0,0.0,0.0,2,0.3333333333333333,2,0,6.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,2,0.3333333333333333,2,0,6.0,0,0.0,0,0,0.0
CH Gayle,5,0.8333333333333334,5,0,6.0,0.0,0,0.0,0,0,0.0,5,0.8333333333333334,5,0,6.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,5,0.8333333333333334,5,0,6.0,0.0,0,0,0,5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,5,0.8333333333333334,5,0,6.0
Karim Janat,6,1.0,30,0,30.0,0.0,0,0.0,0,0,0.0,6,1.0,30,0,30.0,0,0.0,0,0,0.0,0.0,6,1.0,30,0,30.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,30,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,6,1.0,30,0,30.0,0,0.0,0,0,0.0
Suryansh Shedge,19,3.1666666666666665,40,0,12.631578947368421,5.263157894736842,19,3.1666666666666665,40,0,12.631578947368421,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,12,2.0,14,0,7.0,8.333333333333332,7,1.1666666666666667,26,0,22.285714285714285,0.0,0,0,0,40,0,0.0,0,0,0.0,12,2.0,14,0,7.0,7,1.1666666666666667,26,0,22.285714285714285,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
M Tiwari,6,1.0,14,0,14.0,0.0,6,1.0,14,0,14.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,6,1.0,14,0,14.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,6,1.0,14,0,14.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
DS Kulkarni,46,7.666666666666667,70,0,9.130434782608695,28.26086956521739,26,4.333333333333333,48,0,11.076923076923078,20,3.3333333333333335,22,0,6.6,25,4.166666666666667,30,0,7.199999999999999,48.0,7,1.1666666666666667,9,0,7.7142857142857135,0.0,14,2.3333333333333335,31,0,13.285714285714285,7.142857142857142,0,0,0,70,12,2.0,17,0,8.5,0,0.0,0,0,0.0,14,2.3333333333333335,31,0,13.285714285714285,13,2.1666666666666665,13,0,6.0,7,1.1666666666666667,9,0,7.7142857142857135,0,0.0,0,0,0.0
TM Head,10,1.6666666666666667,32,0,19.2,20.0,0,0.0,0,0,0.0,10,1.6666666666666667,32,0,19.2,0,0.0,0,0,0.0,0.0,10,1.6666666666666667,32,0,19.2,20.0,0,0.0,0,0,0.0,0.0,0,0,0,32,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,10,1.6666666666666667,32,0,19.2,0,0.0,0,0,0.0
Tilak Varma,23,3.8333333333333335,28,0,7.304347826086956,34.78260869565217,13,2.1666666666666665,14,0,6.461538461538462,10,1.6666666666666667,14,0,8.4,6,1.0,7,0,7.0,33.33333333333333,13,2.1666666666666665,13,0,6.0,46.15384615384615,4,0.6666666666666666,8,0,12.0,0.0,0,0,0,21,6,1.0,7,0,7.0,7,1.1666666666666667,7,0,6.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,6,1.0,6,0,6.0,4,0.6666666666666666,8,0,12.0
N Wadhera,17,2.8333333333333335,22,0,7.764705882352941,17.647058823529413,12,2.0,13,0,6.5,5,0.8333333333333334,9,0,10.799999999999999,0,0.0,0,0,0.0,0.0,12,2.0,13,0,6.5,16.666666666666664,5,0.8333333333333334,9,0,10.799999999999999,20.0,0,0,0,9,0,0.0,0,0,0.0,12,2.0,13,0,6.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,5,0.8333333333333334,9,0,10.799999999999999
KR Mayers,46,7.666666666666667,59,0,7.695652173913043,30.434782608695656,33,5.5,48,0,8.727272727272727,13,2.1666666666666665,11,0,5.0769230769230775,39,6.5,43,0,6.615384615384615,33.33333333333333,7,1.1666666666666667,16,0,13.714285714285714,14.285714285714285,0,0.0,0,0,0.0,0.0,0,0,0,32,26,4.333333333333333,32,0,7.384615384615385,7,1.1666666666666667,16,0,13.714285714285714,0,0.0,0,0,0.0,13,2.1666666666666665,11,0,5.0769230769230775,0,0.0,0,0,0.0,0,0.0,0,0,0.0
H Sharma,30,5.0,62,0,12.4,6.666666666666667,0,0.0,0,0,0.0,30,5.0,62,0,12.4,0,0.0,0,0,0.0,0.0,30,5.0,62,0,12.4,6.666666666666667,0,0.0,0,0,0.0,0.0,0,0,0,62,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,30,5.0,62,0,12.4,0,0.0,0,0,0.0
Sumit Kumar,22,3.6666666666666665,38,0,10.363636363636363,18.181818181818183,12,2.0,19,0,9.5,10,1.6666666666666667,19,0,11.4,0,0.0,0,0,0.0,0.0,18,3.0,30,0,10.0,16.666666666666664,4,0.6666666666666666,8,0,12.0,25.0,0,0,0,19,0,0.0,0,0,0.0,12,2.0,19,0,9.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,6,1.0,11,0,11.0,4,0.6666666666666666,8,0,12.0
R Goyal,24,4.0,34,0,8.5,25.0,0,0.0,0,0,0.0,24,4.0,34,0,8.5,0,0.0,0,0,0.0,0.0,24,4.0,34,0,8.5,25.0,0,0.0,0,0,0.0,0.0,0,0,0,34,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,24,4.0,34,0,8.5,0,0.0,0,0,0.0
Gurnoor Brar,21,3.5,42,0,12.0,33.33333333333333,21,3.5,42,0,12.0,0,0.0,0,0,0.0,13,2.1666666666666665,18,0,8.307692307692308,46.15384615384615,8,1.3333333333333333,24,0,18.0,12.5,0,0.0,0,0,0.0,0.0,0,0,0,0,13,2.1666666666666665,18,0,8.307692307692308,8,1.3333333333333333,24,0,18.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
SZ Mulani,33,5.5,57,0,10.363636363636363,21.21212121212121,33,5.5,57,0,10.363636363636363,0,0.0,0,0,0.0,6,1.0,12,0,12.0,33.33333333333333,19,3.1666666666666665,24,0,7.578947368421053,21.052631578947366,8,1.3333333333333333,21,0,15.75,12.5,0,0,0,24,6,1.0,12,0,12.0,19,3.1666666666666665,24,0,7.578947368421053,8,1.3333333333333333,21,0,15.75,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
D Wiese,18,3.0,38,0,12.666666666666666,16.666666666666664,18,3.0,38,0,12.666666666666666,0,0.0,0,0,0.0,12,2.0,23,0,11.5,25.0,6,1.0,15,0,15.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,12,2.0,23,0,11.5,6,1.0,15,0,15.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
MW Short,25,4.166666666666667,25,0,6.0,44.0,12,2.0,10,0,5.0,13,2.1666666666666665,15,0,6.923076923076923,13,2.1666666666666665,14,0,6.461538461538462,53.84615384615385,12,2.0,11,0,5.5,33.33333333333333,0,0.0,0,0,0.0,0.0,0,0,0,25,6,1.0,7,0,7.0,6,1.0,3,0,3.0,0,0.0,0,0,0.0,7,1.1666666666666667,7,0,6.0,6,1.0,8,0,8.0,0,0.0,0,0,0.0
Mohit Rathee,12,2.0,29,0,14.5,25.0,0,0.0,0,0,0.0,12,2.0,29,0,14.5,0,0.0,0,0,0.0,0.0,12,2.0,29,0,14.5,25.0,0,0.0,0,0,0.0,0.0,0,0,0,29,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,12,2.0,29,0,14.5,0,0.0,0,0,0.0
R Sanjay Yadav,14,2.3333333333333335,23,0,9.857142857142856,42.857142857142854,14,2.3333333333333335,23,0,9.857142857142856,0,0.0,0,0,0.0,6,1.0,8,0,8.0,66.66666666666666,8,1.3333333333333333,15,0,11.25,25.0,0,0.0,0,0,0.0,0.0,0,0,0,23,6,1.0,8,0,8.0,8,1.3333333333333333,15,0,11.25,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
Gulbadin Naib,6,1.0,12,0,12.0,16.666666666666664,0,0.0,0,0,0.0,6,1.0,12,0,12.0,0,0.0,0,0,0.0,0.0,6,1.0,12,0,12.0,16.666666666666664,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,6,1.0,12,0,12.0,0,0.0,0,0,0.0
R Ravindra,12,2.0,7,0,3.5,41.66666666666667,6,1.0,4,0,4.0,6,1.0,3,0,3.0,0,0.0,0,0,0.0,0.0,12,2.0,7,0,3.5,41.66666666666667,0,0.0,0,0,0.0,0.0,0,0,0,7,0,0.0,0,0,0.0,6,1.0,4,0,4.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,6,1.0,3,0,3.0,0,0.0,0,0,0.0
SS Iyer,6,1.0,7,0,7.0,66.66666666666666,0,0.0,0,0,0.0,6,1.0,7,0,7.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,6,1.0,7,0,7.0,66.66666666666666,0,0,0,7,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,6,1.0,7,0,7.0
S Joseph,30,5.0,51,0,10.2,30.0,0,0.0,0,0,0.0,30,5.0,51,0,10.2,16,2.6666666666666665,27,0,10.125,31.25,14,2.3333333333333335,24,0,10.285714285714285,28.57142857142857,0,0.0,0,0,0.0,0.0,0,0,0,51,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,16,2.6666666666666665,27,0,10.125,14,2.3333333333333335,24,0,10.285714285714285,0,0.0,0,0,0.0
Arshad Khan (2),13,2.1666666666666665,25,0,11.53846153846154,30.76923076923077,0,0.0,0,0,0.0,13,2.1666666666666665,25,0,11.53846153846154,0,0.0,0,0,0.0,0.0,13,2.1666666666666665,25,0,11.53846153846154,30.76923076923077,0,0.0,0,0,0.0,0.0,0,0,0,25,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,13,2.1666666666666665,25,0,11.53846153846154,0,0.0,0,0,0.0
Aman Hakim Khan,6,1.0,13,0,13.0,16.666666666666664,0,0.0,0,0,0.0,6,1.0,13,0,13.0,0,0.0,0,0,0.0,0.0,6,1.0,13,0,13.0,16.666666666666664,0,0.0,0,0,0.0,0.0,0,0,0,13,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,6,1.0,13,0,13.0,0,0.0,0,0,0.0
MJ Suthar,12,2.0,26,0,13.0,33.33333333333333,0,0.0,0,0,0.0,12,2.0,26,0,13.0,12,2.0,26,0,13.0,33.33333333333333,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,26,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,12,2.0,26,0,13.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
Vivrant Sharma,21,3.5,37,0,10.571428571428571,23.809523809523807,13,2.1666666666666665,18,0,8.307692307692308,8,1.3333333333333333,19,0,14.25,0,0.0,0,0,0.0,0.0,21,3.5,37,0,10.571428571428571,23.809523809523807,0,0.0,0,0,0.0,0.0,0,0,0,37,0,0.0,0,0,0.0,13,2.1666666666666665,18,0,8.307692307692308,0,0.0,0,0,0.0,0,0.0,0,0,0.0,8,1.3333333333333333,19,0,14.25,0,0.0,0,0,0.0
YBK Jaiswal,1,0.16666666666666666,6,0,36.0,0.0,0,0.0,0,0,0.0,1,0.16666666666666666,6,0,36.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,1,0.16666666666666666,6,0,36.0,0.0,0,0,0,6,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,1,0.16666666666666666,6,0,36.0
RV Patel,20,3.3333333333333335,22,0,6.6,25.0,0,0.0,0,0,0.0,20,3.3333333333333335,22,0,6.6,0,0.0,0,0,0.0,0.0,13,2.1666666666666665,11,0,5.0769230769230775,38.46153846153847,7,1.1666666666666667,11,0,9.428571428571429,0.0,0,0,0,22,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,13,2.1666666666666665,11,0,5.0769230769230775,7,1.1666666666666667,11,0,9.428571428571429
